Record ID,region,PopulationServed (Q5),PublicorPrivate (Q6),PublicOwned (Q8),PublicOwned (Q8SPECIFIED_4),Private (Q9),Private (Q9SPECIFIED_5),CorporatehealthsystemSupport (Q10),ServicesProvided (Q11_1),ServicesProvided (Q11_2),ServicesProvided (Q11_3),ServicesProvided (Q11_4),Compensation (Q89),VolunteerStaffCompensation (Q14_1),VolunteerStaffCompensation (Q14_2),VolunteerStaffCompensation (Q14_3),VolunteerStaffCompensation (Q14_4),VolunteerStaffCompensation (Q14_5),VolunteerStaffCompensation (Q14SPECIFIED_4),UsingEMRs (Q15),CompensationEMSstaff (Q16),WorkforceSustainability (Q76),ActiveStaff (Q18),RecruitmentPlan (Q19),RecruitmentofNewStaff (Q20),CrossTraining (Q21),Obstacles (Q22_1),Obstacles (Q22_2),Obstacles (Q22_3),Obstacles (Q22_4),Obstacles (Q22_5),Obstacles (Q22_6),Obstacles (Q22_7),Obstacles (Q22_8),Obstacles (Q22_9),Obstacles (Q22_10),Obstacles (Q22_11),Obstacles (Q22_12),Obstacles (Q22SPECIFIED_12),RetentionStrategy (Q23),ExistingStaff (Q24),Obstacles (Q25_1),Obstacles (Q25_2),Obstacles (Q25_3),Obstacles (Q25_4),Obstacles (Q25_5),Obstacles (Q25_6),Obstacles (Q25_7),Obstacles (Q25_8),Obstacles (Q25_9),Obstacles (Q25_10),Obstacles (Q25_11),Obstacles (Q25_12),Obstacles (Q25_13),Obstacles (Q25_14),Obstacles (Q25SPECIFIED_14),Leadership (Q26),Managers (Q27),DifficultyManaging (Q28_1),DifficultyManaging (Q28_2),DifficultyManaging (Q28_3),DifficultyManaging (Q28_4),DifficultyManaging (Q28_5),DifficultyManaging (Q28_6),DifficultyManaging (Q28_7),DifficultyManaging (Q28_8),DifficultyManaging (Q28_9),DifficultyManaging (Q28_10),DifficultyManaging (Q28_11),DifficultyManaging (Q28_12),DifficultyManaging (Q28_13),DifficultyManaging (Q28_14),DifficultyManaging (Q28_15),PercentageofShifts (Q30),Shifts (Q31_A_1),Shifts (Q31_A_2),Shifts (Q31_A_3),Shifts (Q31_A_4),Shifts (Q31_A_5),Shifts (Q31_A_6),Shifts (Q31_A_7),Shifts (Q31_A_8),Shifts (Q31_A_9),Shifts (Q31_A_10),Shifts (Q31_A_11),Shifts (Q31_A_12)
635986569815867055,Southeast,"2,500 – 4,999","Public owned or operated (e.g. city, county authority or joint powers board)",Stand-alone city or county based ambulance service,NA,NA,NA,No,Basic life support,-,-,-,Volunteer/Paid; on-call compensation (on-call compensation); meets statutory definition of volunteer https://www.revisor.mn.gov/statutes/?id=144E.001#stat.144E.001.15,Staff are paid a stipend while on-call,-,Staff are paid a flat rate per run,-,-,NA,Yes,Worse,No,Size of the active staff has not changed,No,Yes,Yes,Lack of interest,Lack of availability,-,Training programs are too time consuming,-,-,Inadequate pay or benefits,-,-,Time commitment is too great,-,-,NA,Yes,Sometimes,-,Excessive time commitment or scheduling conflicts,-,-,-,-,-,-,-,-,-,-,-,-,NA,Yes,No,Recruitment,Retention,Budget development,-,-,-,-,-,-,-,-,-,-,-,-,100%,-,Weekends,Holidays,-,Weekends,Holidays,-,Weekends,Holidays,Weekdays,Weekends,Holidays
635986639220733154,Southeast,"2,500 – 4,999","Public owned or operated (e.g. city, county authority or joint powers board)",Stand-alone city or county based ambulance service,NA,NA,NA,No,Basic life support,-,-,-,Combination of volunteer and paid staff,Staff are paid a stipend while on-call,-,-,-,-,NA,Yes,Worse,No,Decreased,Yes,Yes,Yes,-,Lack of availability,-,Training programs are too time consuming,-,-,Inadequate pay or benefits,Too few runs or transports,-,Time commitment is too great,-,-,NA,Yes,Sometimes,-,Excessive time commitment or scheduling conflicts,-,-,-,-,-,-,-,Too few runs or transports,-,-,-,-,NA,Yes,No,Recruitment,Retention,-,-,-,-,-,-,-,-,-,Maintaining updated technology,-,Maintaining updated technology,-,75-99%,-,-,-,-,-,-,Weekdays,-,-,-,-,-
635986830327399840,Southeast,"2,500 – 4,999","Public owned or operated (e.g. city, county authority or joint powers board)",Stand-alone city or county based ambulance service,NA,NA,NA,No,Basic life support,-,-,-,Volunteer/Paid; on-call compensation (on-call compensation); meets statutory definition of volunteer https://www.revisor.mn.gov/statutes/?id=144E.001#stat.144E.001.15,Staff are paid a stipend while on-call,-,Staff are paid a flat rate per run,-,-,NA,Yes,Worse,Yes,Increased,Yes,Somewhat,Yes,-,Lack of availability,-,Training programs are too time consuming,-,Training programs are too far away,Inadequate pay or benefits,Too few runs or transports,-,Time commitment is too great,-,-,NA,Yes,Sometimes,Age: Older crew members retiring,Excessive time commitment or scheduling conflicts,Certification is too difficult to maintain,-,-,-,-,-,-,Too few runs or transports,Dissatisfaction with EMS administrator/owner,-,-,-,NA,Yes,No,-,-,-,Managing staff,Staffing the schedule,-,Continuing education requirements for staff,-,-,-,-,Maintaining updated technology,Policy development and enforcement,-,-,100%,-,Weekends,Holidays,-,Weekends,Holidays,-,Weekends,Holidays,Weekdays,Weekends,Holidays
635987530216574170,Southeast,"5,000 – 9,999","Public owned or operated (e.g. city, county authority or joint powers board)",Stand-alone city or county based ambulance service,NA,NA,NA,No,Basic life support,-,-,-,Volunteer/Paid; on-call compensation (on-call compensation); meets statutory definition of volunteer https://www.revisor.mn.gov/statutes/?id=144E.001#stat.144E.001.15,Staff are paid a stipend while on-call,Staff are paid by the hour on a run,-,-,-,NA,No,Same,No,Decreased,No,Somewhat,Yes,Lack of interest,Lack of availability,Lack of trained candidates,-,-,-,-,-,-,Time commitment is too great,Childcare responsibilities,-,NA,Yes,Sometimes,Age: Older crew members retiring,Excessive time commitment or scheduling conflicts,-,Inadequate pay or benefits,-,Lack of recognition,-,-,-,-,Dissatisfaction with EMS administrator/owner,Dissatisfaction with EMS Manager,Dissatisfaction with job duties,-,NA,Yes,No,Recruitment,Retention,-,Managing staff,Staffing the schedule,-,-,-,-,-,-,-,Policy development and enforcement,-,-,100%,Weekdays,Weekends,Holidays,Weekdays,Weekends,Holidays,Weekdays,Weekends,Holidays,-,Weekends,Holidays
635991291245517224,Southeast,"10,000 – 14,999","Public owned or operated (e.g. city, county authority or joint powers board)",Stand-alone city or county based ambulance service,NA,NA,NA,No,Basic life support,-,Part-time advanced life support,-,Volunteer/Paid; on-call compensation (on-call compensation); meets statutory definition of volunteer https://www.revisor.mn.gov/statutes/?id=144E.001#stat.144E.001.15,Staff are paid a stipend while on-call,-,-,-,-,NA,Yes,Unknown,No,Decreased,Yes,Yes,Yes,Lack of interest,-,Lack of trained candidates,Training programs are too time consuming,Training programs are too expensive,-,-,-,Too many runs or transports,Time commitment is too great,Childcare responsibilities,-,NA,No,Sometimes,-,Excessive time commitment or scheduling conflicts,-,-,-,-,-,-,Too many runs or transports,-,-,-,-,-,NA,No,No,Recruitment,Retention,Budget development,-,-,-,-,-,-,-,-,-,-,Maintaining updated technology,-,75-99%,-,-,Holidays,-,-,Holidays,Weekdays,-,Holidays,Weekdays,Weekends,Holidays
635992733592332791,Southeast,"Less than 2,500",Private or other non-profit owned or operated,NA,NA,Non-profit,NA,No,Basic life support,-,-,-,Volunteer/Paid; on-call compensation (on-call compensation); meets statutory definition of volunteer https://www.revisor.mn.gov/statutes/?id=144E.001#stat.144E.001.15,-,Staff are paid by the hour on a run,-,-,-,NA,Yes,Worse,No,Decreased,No,Yes,Yes,Lack of interest,Lack of availability,Lack of trained candidates,Training programs are too time consuming,-,Training programs are too far away,Inadequate pay or benefits,-,-,Time commitment is too great,Childcare responsibilities,-,NA,No,Sometimes,-,Excessive time commitment or scheduling conflicts,Certification is too difficult to maintain,-,-,-,-,Employer does not allow staff to leave work for a call,-,-,-,-,-,-,NA,Yes,No,Recruitment,-,-,-,-,-,Continuing education requirements for staff,-,-,-,-,-,-,Maintaining updated technology,-,100%,-,-,-,Weekdays,-,-,Weekdays,-,-,-,-,-
635993477565693084,Southeast,"5,000 – 9,999","Public owned or operated (e.g. city, county authority or joint powers board)",Stand-alone city or county based ambulance service,NA,NA,NA,No,Basic life support,-,-,-,Volunteer/Paid; on-call compensation (on-call compensation); meets statutory definition of volunteer https://www.revisor.mn.gov/statutes/?id=144E.001#stat.144E.001.15,Staff are paid a stipend while on-call,-,Staff are paid a flat rate per run,-,-,NA,Yes,Worse,No,Size of the active staff has not changed,No,Yes,Yes,Lack of interest,Lack of availability,Lack of trained candidates,-,-,-,Inadequate pay or benefits,-,-,Time commitment is too great,-,-,NA,No,Sometimes,-,Excessive time commitment or scheduling conflicts,-,Inadequate pay or benefits,-,Lack of recognition,-,Employer does not allow staff to leave work for a call,-,-,-,-,-,-,NA,No,Yes,Recruitment,-,-,-,Staffing the schedule,-,-,-,-,-,-,-,-,-,-,50-74%,-,-,-,-,-,-,Weekdays,-,-,Weekdays,-,-
635996076721799240,Southeast,"Less than 2,500","Public owned or operated (e.g. city, county authority or joint powers board)",Stand-alone city or county based ambulance service,NA,NA,NA,No,Basic life support,-,-,-,Volunteer (receive no compensation at all),-,-,-,-,Staff are not paid,NA,No,Unknown,Yes,Increased,Yes,Yes,Yes,-,-,Lack of trained candidates,Training programs are too time consuming,-,-,-,-,-,-,Childcare responsibilities,-,NA,Yes,Sometimes,-,Excessive time commitment or scheduling conflicts,-,-,-,-,-,-,-,-,-,-,-,-,NA,No,No,Recruitment,-,-,-,-,-,Continuing education requirements for staff,-,-,-,Certification requirements for the staff,-,-,-,-,100%,-,-,-,-,-,-,Weekdays,-,-,Weekdays,-,-
635996123742892006,Southeast,"2,500 – 4,999","Public owned or operated (e.g. city, county authority or joint powers board)",Stand-alone city or county based ambulance service,NA,NA,NA,No,Basic life support,-,-,-,Volunteer/Paid; on-call compensation (on-call compensation); meets statutory definition of volunteer https://www.revisor.mn.gov/statutes/?id=144E.001#stat.144E.001.15,-,-,Staff are paid a flat rate per run,-,-,NA,Yes,Worse,No,Decreased,No,Yes,Yes,Lack of interest,Lack of availability,-,Training programs are too time consuming,-,-,-,-,-,Time commitment is too great,Childcare responsibilities,-,NA,No,Sometimes,Age: Older crew members retiring,Excessive time commitment or scheduling conflicts,-,-,-,-,-,-,-,-,-,-,-,-,NA,Yes,No,Recruitment,Retention,-,-,Staffing the schedule,-,-,-,-,-,-,-,-,-,-,100%,-,-,-,-,-,-,Weekdays,-,-,Weekdays,-,-
635996240563285063,Southeast,"2,500 – 4,999","Public owned or operated (e.g. city, county authority or joint powers board)",Stand-alone city or county based ambulance service,NA,NA,NA,No,Basic life support,-,-,-,Volunteer/Paid; on-call compensation (on-call compensation); meets statutory definition of volunteer https://www.revisor.mn.gov/statutes/?id=144E.001#stat.144E.001.15,Staff are paid a stipend while on-call,-,Staff are paid a flat rate per run,-,-,NA,Yes,Worse,No,Decreased,Yes,Yes,Yes,Lack of interest,Lack of availability,Lack of trained candidates,Training programs are too time consuming,-,-,-,-,-,Time commitment is too great,Childcare responsibilities,-,NA,No,Sometimes,Age: Older crew members retiring,Excessive time commitment or scheduling conflicts,-,Inadequate pay or benefits,-,-,-,Employer does not allow staff to leave work for a call,-,-,-,-,Dissatisfaction with job duties,-,NA,No,Yes,Recruitment,Retention,Budget development,Managing staff,Staffing the schedule,-,Continuing education requirements for staff,Maintaining equipment,-,-,Certification requirements for the staff,-,-,-,-,50-74%,-,Weekends,Holidays,-,Weekends,Holidays,Weekdays,Weekends,Holidays,Weekdays,Weekends,Holidays
635996299369755172,Southeast,"2,500 – 4,999","Public owned or operated (e.g. city, county authority or joint powers board)",Stand-alone city or county based ambulance service,NA,NA,NA,No,Basic life support,-,-,-,Volunteer/Paid; on-call compensation (on-call compensation); meets statutory definition of volunteer https://www.revisor.mn.gov/statutes/?id=144E.001#stat.144E.001.15,-,Staff are paid by the hour on a run,-,-,-,NA,No,Better,No,Size of the active staff has not changed,No,Yes,Yes,Lack of interest,Lack of availability,-,Training programs are too time consuming,-,-,Inadequate pay or benefits,Too few runs or transports,-,Time commitment is too great,-,-,NA,Yes,Sometimes,Age: Older crew members retiring,Excessive time commitment or scheduling conflicts,Certification is too difficult to maintain,Inadequate pay or benefits,-,Lack of recognition,-,Employer does not allow staff to leave work for a call,-,-,Dissatisfaction with EMS administrator/owner,Dissatisfaction with EMS Manager,Dissatisfaction with job duties,-,NA,Yes,No,Recruitment,Retention,-,Managing staff,Staffing the schedule,Medical direction,Continuing education requirements for staff,-,-,-,-,-,Policy development and enforcement,-,-,100%,Weekdays,Weekends,Holidays,Weekdays,Weekends,Holidays,Weekdays,Weekends,Holidays,-,Weekends,Holidays
635997237969305458,Southeast,"2,500 – 4,999","Public owned or operated (e.g. city, county authority or joint powers board)",Stand-alone city or county based ambulance service,NA,NA,NA,No,Basic life support,-,-,-,Combination of volunteer and paid staff,Staff are paid a stipend while on-call,-,Staff are paid a flat rate per run,-,-,NA,Yes,Worse,No,Decreased,No,Yes,Yes,-,-,-,Training programs are too time consuming,Training programs are too expensive,Training programs are too far away,Inadequate pay or benefits,Too few runs or transports,-,Time commitment is too great,-,-,NA,No,Always,Age: Older crew members retiring,Excessive time commitment or scheduling conflicts,-,Inadequate pay or benefits,Limited advancement opportunities,-,-,Employer does not allow staff to leave work for a call,-,Too few runs or transports,-,-,-,-,NA,No,Yes,Recruitment,Retention,-,Managing staff,-,-,-,-,-,-,-,-,-,-,-,100%,-,Weekends,Holidays,-,Weekends,Holidays,-,Weekends,Holidays,-,Weekends,Holidays
635997391661437073,Southeast,"Less than 2,500","Public owned or operated (e.g. city, county authority or joint powers board)",Fire department based,NA,NA,NA,No,Basic life support,-,-,-,Volunteer/Paid; on-call compensation (on-call compensation); meets statutory definition of volunteer https://www.revisor.mn.gov/statutes/?id=144E.001#stat.144E.001.15,Staff are paid a stipend while on-call,-,-,-,-,NA,Yes,Worse,Yes,Size of the active staff has not changed,Yes,Yes,Yes,-,-,-,Training programs are too time consuming,-,-,Inadequate pay or benefits,-,-,Time commitment is too great,-,-,NA,Yes,Sometimes,-,Excessive time commitment or scheduling conflicts,-,-,-,-,-,-,-,-,-,-,-,-,NA,Yes,No,-,-,-,-,Staffing the schedule,-,-,-,Billing and reimbursement,-,-,-,-,-,-,100%,-,-,-,-,-,-,-,-,-,-,-,-
635998094923188800,Southeast,"Less than 2,500","Public owned or operated (e.g. city, county authority or joint powers board)",Fire department based,NA,NA,NA,No,Basic life support,-,-,-,Volunteer (receive no compensation at all),-,-,-,-,Staff are not paid,NA,No,Worse,Yes,Decreased,Yes,Somewhat,Yes,-,Lack of availability,Lack of trained candidates,Training programs are too time consuming,Training programs are too expensive,Training programs are too far away,-,-,-,Time commitment is too great,Childcare responsibilities,-,NA,Yes,Never,-,Excessive time commitment or scheduling conflicts,-,-,-,-,-,-,-,-,-,-,-,-,NA,No,No,Recruitment,-,-,-,Staffing the schedule,-,-,Maintaining equipment,-,-,-,Maintaining updated technology,-,-,-,100%,-,Weekends,Holidays,-,Weekends,Holidays,-,Weekends,Holidays,-,Weekends,Holidays
635998220170978014,Southeast,"Less than 2,500",Private or other non-profit owned or operated,NA,NA,Non-profit,NA,No,Basic life support,-,-,-,Volunteer/Paid; on-call compensation (on-call compensation); meets statutory definition of volunteer https://www.revisor.mn.gov/statutes/?id=144E.001#stat.144E.001.15,-,-,-,Other payment schedule (describe):,-,"They are paid per hour for call time, plus a stipend for runs",No,Worse,Yes,Decreased,Yes,Yes,Yes,-,Lack of availability,Lack of trained candidates,Training programs are too time consuming,-,Training programs are too far away,-,-,-,-,-,-,NA,Yes,Sometimes,Age: Older crew members retiring,Excessive time commitment or scheduling conflicts,-,-,-,-,-,Employer does not allow staff to leave work for a call,-,-,-,-,-,-,NA,No,No,-,-,-,Managing staff,-,-,-,-,-,-,-,-,-,-,-,100%,-,-,-,-,-,-,-,-,-,Weekdays,-,-
636003114793997581,Southeast,"Less than 2,500","Public owned or operated (e.g. city, county authority or joint powers board)",Stand-alone city or county based ambulance service,NA,NA,NA,No,Basic life support,-,-,-,Volunteer/Paid; on-call compensation (on-call compensation); meets statutory definition of volunteer https://www.revisor.mn.gov/statutes/?id=144E.001#stat.144E.001.15,Staff are paid a stipend while on-call,-,Staff are paid a flat rate per run,-,-,NA,Yes,Worse,No,Size of the active staff has not changed,Yes,Yes,Yes,Lack of interest,-,-,-,-,-,-,-,-,Time commitment is too great,-,-,NA,No,Sometimes,-,Excessive time commitment or scheduling conflicts,-,-,-,-,-,-,-,-,-,-,-,-,NA,No,Yes,Recruitment,Retention,-,-,Staffing the schedule,-,-,-,-,-,-,-,-,-,-,50-74%,-,-,Holidays,-,-,Holidays,-,-,Holidays,Weekdays,-,Holidays
635996066087083940,Southeast,"2,500 – 4,999","Public owned or operated (e.g. city, county authority or joint powers board)",Stand-alone city or county based ambulance service,NA,NA,NA,Yes,Basic life support,-,-,-,Combination of volunteer and paid staff,Staff are paid a stipend while on-call,-,Staff are paid a flat rate per run,-,-,NA,Yes,Worse,No,Increased,No,Yes,Yes,Lack of interest,Lack of availability,Lack of trained candidates,Training programs are too time consuming,Training programs are too expensive,-,Inadequate pay or benefits,-,-,-,-,Other (please specify):,Previous lack of support from the City and understanding what it takes to manage an ambualnce service well.  An Ambulance service assessment is critical and was very beneficial to assisting key players in understandin our model and providing recommendatio,No,Never,-,Excessive time commitment or scheduling conflicts,-,Inadequate pay or benefits,Limited advancement opportunities,Lack of recognition,Community is too isolated,Employer does not allow staff to leave work for a call,-,-,Dissatisfaction with EMS administrator/owner,-,-,Other (please specify),"again, most of these were corrected with an assesment",Yes,Yes,Recruitment,Retention,-,-,Staffing the schedule,-,-,-,-,-,Certification requirements for the staff,-,Policy development and enforcement,-,-,75-99%,Weekdays,Weekends,-,Weekdays,Weekends,-,Weekdays,Weekends,-,Weekdays,Weekends,-
636003019611964850,Southeast,"10,000 – 14,999",Private or other non-profit owned or operated,NA,NA,Non-profit,NA,Yes,Basic life support,Advanced life support,-,Specialized life support,Paid; hourly wage or salary,-,-,-,-,-,NA,No,Same,Yes,Size of the active staff has not changed,Yes,Somewhat,No,-,-,Lack of trained candidates,-,-,-,-,-,-,-,-,-,NA,Yes,Sometimes,-,-,Certification is too difficult to maintain,-,Limited advancement opportunities,-,-,-,-,-,-,-,-,-,NA,Yes,No,-,Retention,-,Managing staff,-,-,-,-,-,-,-,-,-,-,-,100%,-,-,-,-,-,-,-,-,-,-,-,-
635996163951219166,Southeast,"2,500 – 4,999","Public owned or operated (e.g. city, county authority or joint powers board)",Stand-alone city or county based ambulance service,NA,NA,NA,No,Basic life support,-,-,-,Volunteer/Paid; on-call compensation (on-call compensation); meets statutory definition of volunteer https://www.revisor.mn.gov/statutes/?id=144E.001#stat.144E.001.15,Staff are paid a stipend while on-call,Staff are paid by the hour on a run,-,-,-,NA,Yes,Worse,No,Size of the active staff has not changed,Yes,Yes,No,-,-,Lack of trained candidates,-,-,Training programs are too far away,Inadequate pay or benefits,-,-,Time commitment is too great,-,-,NA,No,Sometimes,Age: Older crew members retiring,Excessive time commitment or scheduling conflicts,-,Inadequate pay or benefits,-,Lack of recognition,-,-,Too many runs or transports,-,-,-,-,-,NA,Yes,Yes,Recruitment,Retention,-,Managing staff,Staffing the schedule,-,-,-,-,-,-,-,Policy development and enforcement,-,-,75-99%,-,Weekends,-,-,Weekends,-,-,Weekends,-,Weekdays,Weekends,-
636003856340695510,Southeast,"10,000 – 14,999",Private or other non-profit owned or operated,NA,NA,Non-profit,NA,Yes,Basic life support,Advanced life support,-,-,Paid; hourly wage or salary,Staff are paid a stipend while on-call,Staff are paid by the hour on a run,-,-,-,NA,No,Better,Yes,Increased,Yes,Somewhat,No,-,-,Lack of trained candidates,-,-,-,-,-,-,-,-,-,NA,Yes,Sometimes,Age: Older crew members retiring,-,-,-,Limited advancement opportunities,-,-,-,-,-,-,-,-,-,NA,Yes,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None of the above,100%,-,-,-,-,-,-,-,-,-,-,-,-
635993554349153245,Southeast,"5,000 – 9,999","Public owned or operated (e.g. city, county authority or joint powers board)",Stand-alone city or county based ambulance service,NA,NA,NA,No,Basic life support,Advanced life support,Part-time advanced life support,-,Combination of volunteer and paid staff,Staff are paid a stipend while on-call,Staff are paid by the hour on a run,-,-,-,NA,No,Worse,No,Decreased,No,Yes,Yes,-,Lack of availability,-,Training programs are too time consuming,Training programs are too expensive,-,Inadequate pay or benefits,-,Too many runs or transports,Time commitment is too great,Childcare responsibilities,-,NA,No,Sometimes,Age: Older crew members retiring,Excessive time commitment or scheduling conflicts,-,Inadequate pay or benefits,Limited advancement opportunities,-,-,Employer does not allow staff to leave work for a call,Too many runs or transports,-,-,-,-,-,NA,Yes,No,Recruitment,Retention,-,-,Staffing the schedule,-,Continuing education requirements for staff,-,Billing and reimbursement,-,Certification requirements for the staff,Maintaining updated technology,Policy development and enforcement,Maintaining updated technology,-,50-74%,-,Weekends,Holidays,-,Weekends,Holidays,Weekdays,Weekends,Holidays,Weekdays,Weekends,Holidays
635997093911621422,Southeast,"5,000 – 9,999","Public owned or operated (e.g. city, county authority or joint powers board)",Stand-alone city or county based ambulance service,NA,NA,NA,No,Basic life support,Advanced life support,Part-time advanced life support,-,Combination of volunteer and paid staff,Staff are paid a stipend while on-call,Staff are paid by the hour on a run,-,-,-,NA,No,Worse,No,Decreased,No,Somewhat,Yes,-,Lack of availability,-,Training programs are too time consuming,Training programs are too expensive,-,Inadequate pay or benefits,-,Too many runs or transports,Time commitment is too great,Childcare responsibilities,-,NA,No,Sometimes,Age: Older crew members retiring,Excessive time commitment or scheduling conflicts,-,Inadequate pay or benefits,-,-,-,Employer does not allow staff to leave work for a call,Too many runs or transports,-,-,-,-,-,NA,Yes,No,Recruitment,Retention,-,-,Staffing the schedule,-,Continuing education requirements for staff,-,Billing and reimbursement,-,-,Maintaining updated technology,Policy development and enforcement,Maintaining updated technology,-,50-74%,-,Weekends,Holidays,-,Weekends,Holidays,-,Weekends,Holidays,-,Weekends,Holidays
635997134725299260,Southeast,"15,000 or greater","Public owned or operated (e.g. city, county authority or joint powers board)",Fire department based,NA,NA,NA,No,Basic life support,Advanced life support,-,-,Paid; hourly wage or salary,-,-,-,-,-,NA,No,Same,Yes,Size of the active staff has not changed,Yes,Somewhat,Yes,-,-,-,Training programs are too time consuming,-,Training programs are too far away,-,-,-,Time commitment is too great,-,-,NA,No,Sometimes,-,-,-,-,Limited advancement opportunities,-,-,-,-,-,-,-,-,-,NA,Yes,No,-,-,-,Managing staff,-,-,-,Maintaining equipment,-,-,-,-,Policy development and enforcement,-,-,100%,-,-,-,-,-,-,-,-,-,-,-,-
635986584188358210,Southeast,"15,000 or greater",Private or other non-profit owned or operated,NA,NA,Non-profit,NA,No,Basic life support,Advanced life support,-,Specialized life support,Paid; hourly wage or salary,-,-,-,-,-,NA,No,Same,Yes,Increased,No,Somewhat,No,-,-,Lack of trained candidates,-,-,-,-,-,-,-,-,-,NA,No,Sometimes,-,-,-,-,Limited advancement opportunities,-,-,-,-,-,-,-,-,-,NA,Yes,No,Recruitment,-,-,Managing staff,-,-,-,-,-,-,-,-,-,-,-,100%,-,Weekends,-,-,Weekends,-,-,Weekends,-,-,Weekends,-
635996186617603042,Southeast,"15,000 or greater","Public owned or operated (e.g. city, county authority or joint powers board)",Public hospital based,NA,NA,NA,No,Basic life support,Advanced life support,-,-,Paid; hourly wage or salary,-,-,-,-,-,NA,No,Worse,No,Decreased,No,Yes,No,-,-,Lack of trained candidates,-,-,-,-,-,-,-,-,-,NA,No,Sometimes,-,Excessive time commitment or scheduling conflicts,Certification is too difficult to maintain,-,Limited advancement opportunities,Lack of recognition,-,-,-,-,-,-,-,-,NA,Yes,No,Recruitment,-,-,-,Staffing the schedule,-,Continuing education requirements for staff,-,Billing and reimbursement,-,Certification requirements for the staff,Maintaining updated technology,Policy development and enforcement,Maintaining updated technology,-,75-99%,-,-,-,-,-,-,-,-,-,-,-,-
636003871581984346,Southeast,"10,000 – 14,999",Private or other non-profit owned or operated,NA,NA,Non-profit,NA,Yes,Basic life support,Advanced life support,-,-,Paid; hourly wage or salary,Staff are paid a stipend while on-call,Staff are paid by the hour on a run,-,-,-,NA,No,Better,Yes,Increased,Yes,Somewhat,No,-,-,Lack of trained candidates,-,-,-,-,-,-,-,-,-,NA,Yes,Sometimes,-,-,-,-,Limited advancement opportunities,-,Community is too isolated,-,-,-,-,-,-,-,NA,Yes,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None of the above,100%,-,-,-,-,-,-,-,-,-,-,-,-
636003878983797838,Southeast,"10,000 – 14,999",Private or other non-profit owned or operated,NA,NA,Non-profit,NA,Yes,Basic life support,Advanced life support,-,-,Paid; hourly wage or salary,Staff are paid a stipend while on-call,Staff are paid by the hour on a run,-,-,-,NA,No,Better,Yes,Increased,Yes,Somewhat,No,-,-,Lack of trained candidates,-,-,-,-,-,-,-,-,-,NA,Yes,Sometimes,-,-,-,-,-,-,Community is too isolated,-,-,-,-,-,-,-,NA,Yes,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None of the above,100%,-,-,-,-,-,-,-,-,-,-,-,-
636003884139176326,Southeast,"15,000 or greater",Private or other non-profit owned or operated,NA,NA,Non-profit,NA,Yes,Basic life support,Advanced life support,-,-,Paid; hourly wage or salary,Staff are paid a stipend while on-call,Staff are paid by the hour on a run,-,-,-,NA,No,Better,Yes,Increased,Yes,No,No,-,-,Lack of trained candidates,-,-,-,-,-,-,-,-,-,NA,Yes,Sometimes,Age: Older crew members retiring,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,Yes,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None of the above,100%,-,-,-,-,-,-,-,-,-,-,-,-
636003972619996366,Southeast,"2,500 – 4,999",Private or other non-profit owned or operated,NA,NA,Non-profit,NA,No,Basic life support,-,-,-,Volunteer (receive no compensation at all),-,-,-,-,Staff are not paid,NA,Yes,Unknown,No,Decreased,Yes,Yes,Yes,Lack of interest,Lack of availability,Lack of trained candidates,Training programs are too time consuming,Training programs are too expensive,-,Inadequate pay or benefits,Too few runs or transports,-,Time commitment is too great,Childcare responsibilities,-,NA,Yes,Sometimes,Age: Older crew members retiring,Excessive time commitment or scheduling conflicts,-,Inadequate pay or benefits,-,-,-,Employer does not allow staff to leave work for a call,-,Too few runs or transports,-,-,-,-,NA,No,No,Recruitment,-,-,-,Staffing the schedule,-,-,-,Billing and reimbursement,-,-,-,-,-,-,75-99%,-,Weekends,-,-,Weekends,-,-,Weekends,-,Weekdays,Weekends,-
636002466838698780,Southeast,"Less than 2,500","Public owned or operated (e.g. city, county authority or joint powers board)",Stand-alone city or county based ambulance service,NA,NA,NA,Yes,Basic life support,-,Part-time advanced life support,-,Paid; hourly wage or salary,-,Staff are paid by the hour on a run,-,-,-,NA,No,Unknown,Yes,Increased,Yes,Somewhat,Yes,-,Lack of availability,-,-,-,-,-,-,-,-,-,-,NA,No,Never,Age: Older crew members retiring,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,Yes,No,-,-,Budget development,-,-,-,Continuing education requirements for staff,-,Billing and reimbursement,-,-,-,-,-,-,50-74%,-,-,-,-,-,-,-,Weekends,-,-,Weekends,-
